Grid,Difficulty,Story,Clues,Table,Options,Puzzle
3x4,Challenging,"At the annual Crystal Craft Fair, five renowned artisans showcased their unique crystal sculptures. Determine each sculpture's weight, color, shape, and the artist who created it. No option in any category will be used more than once.","1.The violet sculpture and the piece weighing 2 pounds are different; one is a sphere and the other is a tower.  
2.The blue creation weighs 1 pound less than the cube.  
3.The pyramid weighs more than the cylinder but less than the prism.  
4.The red piece is either the 3-pound item or the cylinder.  
5.The green sculpture is heavier than the tower by exactly 1 pound.",,,"Story:
At the annual Crystal Craft Fair, five renowned artisans showcased their unique crystal sculptures. Determine each sculpture's weight, color, shape, and the artist who created it. No option in any category will be used more than once.  

Clues:  
1.The violet sculpture and the piece weighing 2 pounds are different; one is a sphere and the other is a tower.  
2.The blue creation weighs 1 pound less than the cube.  
3.The pyramid weighs more than the cylinder but less than the prism.  
4.The red piece is either the 3-pound item or the cylinder.  
5.The green sculpture is heavier than the tower by exactly 1 pound.  

Solve the grid puzzle by filling the table:  
+-----------+----------+----------+  
| Weights   | Colors   | Shapes   |  
+===========+==========+==========+  
| 2 pounds  |          |          |  
+-----------+----------+----------+  
| 3 pounds  |          |          |  
+-----------+----------+----------+  
| 4 pounds  |          |          |  
+-----------+----------+----------+  
| 5 pounds  |          |          |  
+-----------+----------+----------+  

Use the clues to fill the table with the following categories:  
Colors: blue, green, red, violet  
Shapes: cylinder, cube, pyramid, sphere"
3x4,Challenging,"Several of Mr. Carroll's European History students each gave an oral presentation today on a different U.K. Prime Minister.  Match each student to their prime minister and grade, and determine the length of each presentation. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.","1.The presenter who gave the presentation on P.M. Grey spoke 2 minutes more than Theodore.
2.The presenter who gave the presentation on P.M. Heath was either Francis or Theodore.
3.Iris spoke 2 minutes more than the student who gave the presentation on P.M. Grey.
4.Of Perry and the presenter who gave the presentation on P.M. North, one spoke for 6 minutes and the other spoke for 12 minutes.","+------------+---------+-------------------+
| Lengths    | Names   | Prime Ministers   |
+============+=========+===================+
| 6 minutes  |         |                   |
+------------+---------+-------------------+
| 8 minutes  |         |                   |
+------------+---------+-------------------+
| 10 minutes |         |                   |
+------------+---------+-------------------+
| 12 minutes |         |                   |
+------------+---------+-------------------+","Names: Francis, Iris, Perry, Theodore
Prime Ministers: Grey, Heath, North, Pitt","
Story:
Several of Mr. Carroll's European History students each gave an oral presentation today on a different U.K. Prime Minister.  Match each student to their prime minister and grade, and determine the length of each presentation. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.

Clues:
1.The presenter who gave the presentation on P.M. Grey spoke 2 minutes more than Theodore.
2.The presenter who gave the presentation on P.M. Heath was either Francis or Theodore.
3.Iris spoke 2 minutes more than the student who gave the presentation on P.M. Grey.
4.Of Perry and the presenter who gave the presentation on P.M. North, one spoke for 6 minutes and the other spoke for 12 minutes.

Solve the grid puzzle by filling the table:
+------------+---------+-------------------+
| Lengths    | Names   | Prime Ministers   |
+============+=========+===================+
| 6 minutes  |         |                   |
+------------+---------+-------------------+
| 8 minutes  |         |                   |
+------------+---------+-------------------+
| 10 minutes |         |                   |
+------------+---------+-------------------+
| 12 minutes |         |                   |
+------------+---------+-------------------+

Use the clues to fill the table with the following categories:
Names: Francis, Iris, Perry, Theodore
Prime Ministers: Grey, Heath, North, Pitt"
3x4,Challenging,"At a local science fair, four students each presented different experiments. Match each student to their experiment and grade, and determine the duration of each presentation. No option in any category will be used more than once.","1.The presenter who gave the presentation on the physics experiment spoke 3 minutes less than Emily.  
2.The presenter who gave the presentation on the chemistry experiment was either Alex or Morgan.  
3.James spoke 4 minutes more than the student who gave the presentation on the biology experiment.  
4.Of Lily and the presenter who gave the presentation on the environmental science experiment, one spoke for 5 minutes and the other spoke for 10 minutes.",,,"Story:
At a local science fair, four students each presented different experiments. Match each student to their experiment and grade, and determine the duration of each presentation. No option in any category will be used more than once.  

Clues:  
1.The presenter who gave the presentation on the physics experiment spoke 3 minutes less than Emily.  
2.The presenter who gave the presentation on the chemistry experiment was either Alex or Morgan.  
3.James spoke 4 minutes more than the student who gave the presentation on the biology experiment.  
4.Of Lily and the presenter who gave the presentation on the environmental science experiment, one spoke for 5 minutes and the other spoke for 10 minutes.  

Solve the grid puzzle by filling the table:  
+------------+---------+-------------------+  
| Lengths    | Names   | Experiments       |  
+============+=========+===================+  
| 5 minutes  |         |                   |  
+------------+---------+-------------------+  
| 7 minutes  |         |                   |  
+------------+---------+-------------------+  
| 9 minutes  |         |                   |  
+------------+---------+-------------------+  
| 10 minutes |         |                   |  
+------------+---------+-------------------+  

Use the clues to fill the table with the following categories:  
Names: Alex, Emily, James, Morgan  
Experiments: Biology, Chemistry, Environmental Science, Physics"
3x4,Challenging,"MVP Events prides itself on planning large-scale parties for 50 or more people, anywhere in the United States.  This month the company has several different events to plan.  Using only the clues below, match each event to its number of attendees and the state in which it will be held, and determine which MVP employee is handling the logistics. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.","1.The birthday event will involve somewhat more people than Wallace's event.
2.Of the retreat job and Norman's job, one will have 125 attendees and the other will have 50 attendees.
3.Zachary's assignment will involve 50 more people than Clarence's job.
4.Clarence's event will involve 50 fewer people than the anniversary job.","+----------+------------+----------+
|   People | Planners   | Events   |
+==========+============+==========+
|       50 |            |          |
+----------+------------+----------+
|       75 |            |          |
+----------+------------+----------+
|      100 |            |          |
+----------+------------+----------+
|      125 |            |          |
+----------+------------+----------+","Planners: Clarence, Norman, Wallace, Zachary
Events: anniversary, birthday, retreat, symposium","
Story:
MVP Events prides itself on planning large-scale parties for 50 or more people, anywhere in the United States.  This month the company has several different events to plan.  Using only the clues below, match each event to its number of attendees and the state in which it will be held, and determine which MVP employee is handling the logistics. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.

Clues:
1.The birthday event will involve somewhat more people than Wallace's event.
2.Of the retreat job and Norman's job, one will have 125 attendees and the other will have 50 attendees.
3.Zachary's assignment will involve 50 more people than Clarence's job.
4.Clarence's event will involve 50 fewer people than the anniversary job.

Solve the grid puzzle by filling the table:
+----------+------------+----------+
|   People | Planners   | Events   |
+==========+============+==========+
|       50 |            |          |
+----------+------------+----------+
|       75 |            |          |
+----------+------------+----------+
|      100 |            |          |
+----------+------------+----------+
|      125 |            |          |
+----------+------------+----------+

Use the clues to fill the table with the following categories:
Planners: Clarence, Norman, Wallace, Zachary
Events: anniversary, birthday, retreat, symposium"
3x4,Challenging,"Local Event Planners Inc. specializes in organizing community gatherings for 50 or more people across various states. This week, they have four different events to coordinate. Using only the clues below, match each event to its number of attendees and the state where it will take place, as well as determine which planner is responsible for each event. Remember, no option in any category will be used more than once.","1.The family reunion event will have slightly more participants than the charity gala.
2.Of the town festival job and Emily's job, one will involve 150 attendees and the other will involve 75 attendees.
3.Michael's assignment will include 25 more people than Sarah's event.
4.Sarah's event will consist of 25 fewer individuals than the corporate conference.",,,"Story:
Local Event Planners Inc. specializes in organizing community gatherings for 50 or more people across various states. This week, they have four different events to coordinate. Using only the clues below, match each event to its number of attendees and the state where it will take place, as well as determine which planner is responsible for each event. Remember, no option in any category will be used more than once.

Clues:
1.The family reunion event will have slightly more participants than the charity gala.
2.Of the town festival job and Emily's job, one will involve 150 attendees and the other will involve 75 attendees.
3.Michael's assignment will include 25 more people than Sarah's event.
4.Sarah's event will consist of 25 fewer individuals than the corporate conference.

Solve the grid puzzle by filling the table:
+----------+------------+----------+
|   People | Planners   | Events   |
+==========+============+==========+
|       75 |            |          |
+----------+------------+----------+
|      100 |            |          |
+----------+------------+----------+
|      125 |            |          |
+----------+------------+----------+
|      150 |            |          |
+----------+------------+----------+

Use the clues to fill the table with the following categories:
Planners: Emily, Michael, Sarah, Nathan
Events: family reunion, charity gala, town festival, corporate conference"
3x4,Challenging,"Sandra is compiling an article on some of the most recent Supreme Court decisions.  Help her with her research by matching each case to its date, and determine the final decision (yes votes and no votes) as well as the name of the justice who wrote the majority opinion. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.","1.Of the March 17 case and the 4-5 decision, one was Omar v Powers and the other was Watts v Yang.
2.The March 24 case was either the 4-5 decision or the 7-2 decision.
3.Ayers v Byrd was 1 week before Omar v Powers.
4.Carson v Dunn was sometime after the 6-3 decision.
5.The 6-3 decision was 1 week before the 4-5 decision.","+----------+---------+-------------+
| Dates    | Cases   | Decisions   |
+==========+=========+=============+
| March 3  |         |             |
+----------+---------+-------------+
| March 10 |         |             |
+----------+---------+-------------+
| March 17 |         |             |
+----------+---------+-------------+
| March 24 |         |             |
+----------+---------+-------------+","Cases: Ayers v Byrd, Carson v Dunn, Omar v Powers, Watts v Yang
Decisions: 2-7, 4-5, 6-3, 7-2","
Story:
Sandra is compiling an article on some of the most recent Supreme Court decisions.  Help her with her research by matching each case to its date, and determine the final decision (yes votes and no votes) as well as the name of the justice who wrote the majority opinion. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.

Clues:
1.Of the March 17 case and the 4-5 decision, one was Omar v Powers and the other was Watts v Yang.
2.The March 24 case was either the 4-5 decision or the 7-2 decision.
3.Ayers v Byrd was 1 week before Omar v Powers.
4.Carson v Dunn was sometime after the 6-3 decision.
5.The 6-3 decision was 1 week before the 4-5 decision.

Solve the grid puzzle by filling the table:
+----------+---------+-------------+
| Dates    | Cases   | Decisions   |
+==========+=========+=============+
| March 3  |         |             |
+----------+---------+-------------+
| March 10 |         |             |
+----------+---------+-------------+
| March 17 |         |             |
+----------+---------+-------------+
| March 24 |         |             |
+----------+---------+-------------+

Use the clues to fill the table with the following categories:
Cases: Ayers v Byrd, Carson v Dunn, Omar v Powers, Watts v Yang
Decisions: 2-7, 4-5, 6-3, 7-2"
3x4,Challenging,"Elena is organizing a presentation on notable environmental court cases. Help her by matching each case to its date, and determine the final decision (yes votes and no votes) as well as the name of the justice who wrote the majority opinion. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once. If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.","1.Of the April 5 case and the 6-3 decision, one was Green v Rivers and the other was Hill v Clark.
2.The April 12 case was either the 4-5 decision or the 7-2 decision.
3.Green v Rivers was 1 week before Hill v Clark.
4.Wilson v Moore was sometime after the 6-3 decision.
5.The 6-3 decision was 1 week before the 4-5 decision.",,,"Story:
Elena is organizing a presentation on notable environmental court cases. Help her by matching each case to its date, and determine the final decision (yes votes and no votes) as well as the name of the justice who wrote the majority opinion. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once. If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.

Clues:
1.Of the April 5 case and the 6-3 decision, one was Green v Rivers and the other was Hill v Clark.
2.The April 12 case was either the 4-5 decision or the 7-2 decision.
3.Green v Rivers was 1 week before Hill v Clark.
4.Wilson v Moore was sometime after the 6-3 decision.
5.The 6-3 decision was 1 week before the 4-5 decision.

Solve the grid puzzle by filling the table:
+----------+---------+-------------+
| Dates    | Cases   | Decisions   |
+==========+=========+=============+
| April 1  |         |             |
+----------+---------+-------------+
| April 8  |         |             |
+----------+---------+-------------+
| April 15 |         |             |
+----------+---------+-------------+
| April 22 |         |             |
+----------+---------+-------------+

Use the clues to fill the table with the following categories:
Cases: Green v Rivers, Hill v Clark, Wilson v Moore, Carson v Dunn
Decisions: 2-7, 4-5, 6-3, 7-2"
3x4,Challenging,"Claudia, the head curator at the Verentino Museum of Antiquities, is preparing a new exhibit on Roman aqueducts.  Seven aqueducts have been selected for the display, each originating from a different town and delivering water to another.  Match each aqueduct to its starting and ending towns, and determine the year it was built and the distance it covered. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.","1.The aqueduct starting in Fiorenza was built 100 years after the aqueduct ending in Silvrano.
2.The aqueduct starting in Doravella was built 50 years before the aqueduct starting in Iscavento.
3.The structure ending in Roccaserra was built 100 years after the aqueduct starting in Doravella.
4.The structure starting in Doravella ends in Petricosa.","+---------+---------------+----------+
| Years   | Start Towns   | Ending   |
+=========+===============+==========+
| 10 AD   |               |          |
+---------+---------------+----------+
| 60 AD   |               |          |
+---------+---------------+----------+
| 110 AD  |               |          |
+---------+---------------+----------+
| 160 AD  |               |          |
+---------+---------------+----------+","Start Towns: Aureliana, Doravella, Fiorenza, Iscavento
Ending: Montavello, Petricosa, Roccaserra, Silvrano","
Story:
Claudia, the head curator at the Verentino Museum of Antiquities, is preparing a new exhibit on Roman aqueducts.  Seven aqueducts have been selected for the display, each originating from a different town and delivering water to another.  Match each aqueduct to its starting and ending towns, and determine the year it was built and the distance it covered. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.

Clues:
1.The aqueduct starting in Fiorenza was built 100 years after the aqueduct ending in Silvrano.
2.The aqueduct starting in Doravella was built 50 years before the aqueduct starting in Iscavento.
3.The structure ending in Roccaserra was built 100 years after the aqueduct starting in Doravella.
4.The structure starting in Doravella ends in Petricosa.

Solve the grid puzzle by filling the table:
+---------+---------------+----------+
| Years   | Start Towns   | Ending   |
+=========+===============+==========+
| 10 AD   |               |          |
+---------+---------------+----------+
| 60 AD   |               |          |
+---------+---------------+----------+
| 110 AD  |               |          |
+---------+---------------+----------+
| 160 AD  |               |          |
+---------+---------------+----------+

Use the clues to fill the table with the following categories:
Start Towns: Aureliana, Doravella, Fiorenza, Iscavento
Ending: Montavello, Petricosa, Roccaserra, Silvrano"
3x4,Challenging,"In the bustling city of Luthen, Mayor Elena is organizing a historical exhibition on medieval trade routes. Four key trade routes have been selected for display, each originating from a different town and transporting goods to another. Match each route to its starting and ending towns, determine the year it was established, and calculate the length of the route. Keep in mind that no option in any category will be used more than once.","1.The trade route starting in Virelia was established 50 years after the trade route ending in Elmsworth.
2.The trade route starting in Bracknell was established 75 years before the trade route starting in Thistleford.
3.The route ending in Wychwood was established 25 years after the trade route starting in Bracknell.
4.The trade route starting in Bracknell ends in Greystone.",,,"Story:
In the bustling city of Luthen, Mayor Elena is organizing a historical exhibition on medieval trade routes. Four key trade routes have been selected for display, each originating from a different town and transporting goods to another. Match each route to its starting and ending towns, determine the year it was established, and calculate the length of the route. Keep in mind that no option in any category will be used more than once. 

Clues:
1.The trade route starting in Virelia was established 50 years after the trade route ending in Elmsworth.
2.The trade route starting in Bracknell was established 75 years before the trade route starting in Thistleford.
3.The route ending in Wychwood was established 25 years after the trade route starting in Bracknell.
4.The trade route starting in Bracknell ends in Greystone.

Solve the grid puzzle by filling the table:
+---------+---------------+----------+
| Years   | Start Towns   | Ending   |
+=========+===============+==========+
| 125 AD   |               |          |
+---------+---------------+----------+
| 175 AD   |               |          |
+---------+---------------+----------+
| 200 AD   |               |          |
+---------+---------------+----------+
| 225 AD   |               |          |
+---------+---------------+----------+

Use the clues to fill the table with the following categories:
Start Towns: Bracknell, Virelia, Thistleford, Wychwood
Ending: Greystone, Elmsworth, Montreville, Thistleford"
3x4,Challenging,"The Santa Vista Canine Obedience School just ""graduated"" a series of dogs that just completed their training.  Using only the clues below, match each dog to its trainer, and determine how many weeks it spent at the obedience school, as well as the town it is from. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.","1.Lucky trained 1 week more than the dog Nadine trained.
2.Charlie trained 1 week more than Bailey.
3.The canine Paula trained trained 1 week more than Bailey.
4.Charlie had a training period that was somewhat shorter than that of the dog Odette trained.","+------------+--------+------------+
| Training   | Dogs   | Trainers   |
+============+========+============+
| 6 weeks    |        |            |
+------------+--------+------------+
| 7 weeks    |        |            |
+------------+--------+------------+
| 8 weeks    |        |            |
+------------+--------+------------+
| 9 weeks    |        |            |
+------------+--------+------------+","Dogs: Bailey, Charlie, Cooper, Lucky
Trainers: Nadine, Odette, Paula, Teresa","
Story:
The Santa Vista Canine Obedience School just ""graduated"" a series of dogs that just completed their training.  Using only the clues below, match each dog to its trainer, and determine how many weeks it spent at the obedience school, as well as the town it is from. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.

Clues:
1.Lucky trained 1 week more than the dog Nadine trained.
2.Charlie trained 1 week more than Bailey.
3.The canine Paula trained trained 1 week more than Bailey.
4.Charlie had a training period that was somewhat shorter than that of the dog Odette trained.

Solve the grid puzzle by filling the table:
+------------+--------+------------+
| Training   | Dogs   | Trainers   |
+============+========+============+
| 6 weeks    |        |            |
+------------+--------+------------+
| 7 weeks    |        |            |
+------------+--------+------------+
| 8 weeks    |        |            |
+------------+--------+------------+
| 9 weeks    |        |            |
+------------+--------+------------+

Use the clues to fill the table with the following categories:
Dogs: Bailey, Charlie, Cooper, Lucky
Trainers: Nadine, Odette, Paula, Teresa"
3x4,Challenging,"The Maplewood Kennel Academy recently celebrated its annual graduation ceremony for a group of dogs who completed their training programs. Using only the clues below, match each dog to its trainer, determine how many weeks it spent at the academy, as well as the city it is from. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once. If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.","1. Cooper trained 2 weeks less than the dog trained by Teresa.
2. The training period for the dog from Springfield was 3 weeks longer than that of the dog from Riverside.
3. The trainer who worked with the dog from Seattle had a training duration that was exactly 1 week shorter than the one who worked with the dog from Chicago.
4. The dog trained by Nadine spent 2 weeks more in training than the dog trained by Paula.",,,"Story:
The Maplewood Kennel Academy recently celebrated its annual graduation ceremony for a group of dogs who completed their training programs. Using only the clues below, match each dog to its trainer, determine how many weeks it spent at the academy, as well as the city it is from. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once. If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.

Clues:
1. Cooper trained 2 weeks less than the dog trained by Teresa.
2. The training period for the dog from Springfield was 3 weeks longer than that of the dog from Riverside.
3. The trainer who worked with the dog from Seattle had a training duration that was exactly 1 week shorter than the one who worked with the dog from Chicago.
4. The dog trained by Nadine spent 2 weeks more in training than the dog trained by Paula.

Solve the grid puzzle by filling the table:
+------------+--------+------------+
| Training   | Dogs   | Trainers   |
+============+========+============+
| 5 weeks    |        |            |
+------------+--------+------------+
| 6 weeks    |        |            |
+------------+--------+------------+
| 7 weeks    |        |            |
+------------+--------+------------+
| 8 weeks    |        |            |
+------------+--------+------------+

Use the clues to fill the table with the following categories:
Dogs: Bailey, Cooper, Lucky, Charlie
Trainers: Nadine, Odette, Paula, Teresa
Cities: Springfield, Riverside, Seattle, Chicago"
3x4,Challenging,"Rachel has a small booth on the Verde Hills boardwalk where she creates and sells whimsical balloon animals.  Using only the clues below, match each of her sales today to its associated animal, balloon color and price, and determine the name of each buyer. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.","1.Of the gold animal and the cat, one cost $6.00 and the other cost $3.00.
2.The monkey cost  less than the snail.
3.The $3.00 animal was either the bear or the gold piece.
4.The brown balloon cost 2 dollars less than the magenta balloon.
5.The orange piece was either the $4.00 balloon or the bear.","+----------+-----------+----------+
| Prices   | Animals   | Colors   |
+==========+===========+==========+
| $3.00    |           |          |
+----------+-----------+----------+
| $4.00    |           |          |
+----------+-----------+----------+
| $5.00    |           |          |
+----------+-----------+----------+
| $6.00    |           |          |
+----------+-----------+----------+","Animals: bear, cat, monkey, snail
Colors: brown, gold, magenta, orange","
Story:
Rachel has a small booth on the Verde Hills boardwalk where she creates and sells whimsical balloon animals.  Using only the clues below, match each of her sales today to its associated animal, balloon color and price, and determine the name of each buyer. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.

Clues:
1.Of the gold animal and the cat, one cost $6.00 and the other cost $3.00.
2.The monkey cost  less than the snail.
3.The $3.00 animal was either the bear or the gold piece.
4.The brown balloon cost 2 dollars less than the magenta balloon.
5.The orange piece was either the $4.00 balloon or the bear.

Solve the grid puzzle by filling the table:
+----------+-----------+----------+
| Prices   | Animals   | Colors   |
+==========+===========+==========+
| $3.00    |           |          |
+----------+-----------+----------+
| $4.00    |           |          |
+----------+-----------+----------+
| $5.00    |           |          |
+----------+-----------+----------+
| $6.00    |           |          |
+----------+-----------+----------+

Use the clues to fill the table with the following categories:
Animals: bear, cat, monkey, snail
Colors: brown, gold, magenta, orange"
3x4,Challenging,"At the local craft fair, Emily runs a stall where she creates and sells unique keychain decorations. Using only the clues below, match each of her sales today to its associated animal, keychain color and price, and determine the name of each buyer. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once. If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.","1.Of the blue animal and the dog, one cost $7.00 and the other cost $4.00.
2.The horse cost less than the elephant.
3.The $5.00 item was either the tiger or the blue piece.
4.The green keychain cost 3 dollars more than the red keychain.
5.The purple piece was either the $6.00 keychain or the tiger.",,,"Story:
At the local craft fair, Emily runs a stall where she creates and sells unique keychain decorations. Using only the clues below, match each of her sales today to its associated animal, keychain color and price, and determine the name of each buyer. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once. If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.

Clues:
1.Of the blue animal and the dog, one cost $7.00 and the other cost $4.00.
2.The horse cost less than the elephant.
3.The $5.00 item was either the tiger or the blue piece.
4.The green keychain cost 3 dollars more than the red keychain.
5.The purple piece was either the $6.00 keychain or the tiger.

Solve the grid puzzle by filling the table:
+----------+-----------+----------+
| Prices   | Animals   | Colors   |
+==========+===========+==========+
| $4.00    |           |          |
+----------+-----------+----------+
| $5.00    |           |          |
+----------+-----------+----------+
| $6.00    |           |          |
+----------+-----------+----------+
| $7.00    |           |          |
+----------+-----------+----------+

Use the clues to fill the table with the following categories:
Animals: dog, elephant, horse, tiger
Colors: blue, green, red, purple"
3x4,Challenging,"The Albuquerque Sunrise Balloon Festival painted the desert sky with a kaleidoscope of colors as dozens of hot air balloons prepared for launch. Festival coordinator Miguel Santos checked his clipboard, tracking each registered craft from the traditional teardrop shapes to the whimsical special designs that delighted the crowds. As the morning sun warmed the air, pilots fired their burners and began their graceful ascent. Determine each balloon's passenger capacity, primary color, special shape, and pilot. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.","1.The castle-shaped balloon holds 2 fewer riders than the orange craft.
2.Of the castle-shaped craft and the house-shaped craft, one is purple and the other holds 6 riders.
3.The castle-shaped craft holds more riders than the bear-shaped craft.
4.The rocket-shaped craft is either the silver craft or the balloon that holds 2 riders.","+--------------+----------+----------+
| Capacities   | Colors   | Shapes   |
+==============+==========+==========+
| 2 riders     |          |          |
+--------------+----------+----------+
| 4 riders     |          |          |
+--------------+----------+----------+
| 6 riders     |          |          |
+--------------+----------+----------+
| 8 riders     |          |          |
+--------------+----------+----------+","Colors: orange, purple, silver, yellow
Shapes: bear, castle, house, rocket","
Story:
The Albuquerque Sunrise Balloon Festival painted the desert sky with a kaleidoscope of colors as dozens of hot air balloons prepared for launch. Festival coordinator Miguel Santos checked his clipboard, tracking each registered craft from the traditional teardrop shapes to the whimsical special designs that delighted the crowds. As the morning sun warmed the air, pilots fired their burners and began their graceful ascent. Determine each balloon's passenger capacity, primary color, special shape, and pilot. Remember, as with all grid-based logic puzzles, no option in any category will ever be used more than once.  If you get stuck or run into problems, try the ""Clear Errors"" button to remove any mistakes that might be present on the grid, or the ""Hint"" button to see the next logical step in the puzzle.

Clues:
1.The castle-shaped balloon holds 2 fewer riders than the orange craft.
2.Of the castle-shaped craft and the house-shaped craft, one is purple and the other holds 6 riders.
3.The castle-shaped craft holds more riders than the bear-shaped craft.
4.The rocket-shaped craft is either the silver craft or the balloon that holds 2 riders.

Solve the grid puzzle by filling the table:
+--------------+----------+----------+
| Capacities   | Colors   | Shapes   |
+==============+==========+==========+
| 2 riders     |          |          |
+--------------+----------+----------+
| 4 riders     |          |          |
+--------------+----------+----------+
| 6 riders     |          |          |
+--------------+----------+----------+
| 8 riders     |          |          |
+--------------+----------+----------+

Use the clues to fill the table with the following categories:
Colors: orange, purple, silver, yellow
Shapes: bear, castle, house, rocket"
3x4,Challenging,"At the annual Riverside Balloon Rally, a vibrant array of hot air balloons filled the sky with colorful designs as they prepared for their morning flight. Event manager Elena Carter was organizing the event, ensuring each balloon's details were correctly noted. She had four different shaped balloons: some traditional and others uniquely designed. Each balloon has a specific color, passenger capacity, and shape. Determine each balloon’s capacity, color, special design, and pilot. Remember, no option in any category will be used more than once.","1.The house-shaped balloon holds 3 fewer riders than the yellow craft.
2.Of the house-shaped craft and the tree-shaped craft, one is blue and the other holds 8 riders.
3.The tree-shaped craft holds more riders than the star-shaped craft.
4.The rocket-shaped craft is either the green craft or the balloon that holds 1 rider.",,,"Story:
At the annual Riverside Balloon Rally, a vibrant array of hot air balloons filled the sky with colorful designs as they prepared for their morning flight. Event manager Elena Carter was organizing the event, ensuring each balloon's details were correctly noted. She had four different shaped balloons: some traditional and others uniquely designed. Each balloon has a specific color, passenger capacity, and shape. Determine each balloon’s capacity, color, special design, and pilot. Remember, no option in any category will be used more than once.  

Clues:
1.The house-shaped balloon holds 3 fewer riders than the yellow craft.
2.Of the house-shaped craft and the tree-shaped craft, one is blue and the other holds 8 riders.
3.The tree-shaped craft holds more riders than the star-shaped craft.
4.The rocket-shaped craft is either the green craft or the balloon that holds 1 rider.

Solve the grid puzzle by filling the table:
+--------------+----------+----------+
| Capacities   | Colors   | Shapes   |
+==============+==========+==========+
| 1 rider      |          |          |
+--------------+----------+----------+
| 3 riders     |          |          |
+--------------+----------+----------+
| 5 riders     |          |          |
+--------------+----------+----------+
| 7 riders     |          |          |
+--------------+----------+----------+

Use the clues to fill the table with the following categories:
Colors: blue, green, yellow, red
Shapes: star, tree, house, rocket"
